"years","L.ht","M.ht","S.ht","L.wt","M.wt","S.wt","L.bmi","M.bmi","S.bmi","L.head","M.head","S.head","L.sitht","M.sitht","S.sitht","L.leglen","M.leglen","S.leglen","L.waist","M.waist","S.waist","L.bfat","M.bfat","S.bfat","sex"
20.167,1,177.37,0.03925,-0.724,69.672,0.13056,-1.385,22.058,0.11543,NA,NA,NA,1,94.445,0.04812,1,84.694,0.05504,NA,NA,NA,NA,NA,NA,"1"
20.25,1,177.39,0.03924,-0.727,69.744,0.1304,-1.381,22.093,0.1154,NA,NA,NA,1,94.463,0.04812,1,84.705,0.05504,NA,NA,NA,NA,NA,NA,"1"
20.333,1,177.41,0.03922,-0.73,69.8149,0.13025,-1.377,22.128,0.11537,NA,NA,NA,1,94.481,0.04812,1,84.715,0.05504,NA,NA,NA,NA,NA,NA,"1"
20.417,1,177.43,0.0392,-0.733,69.8844,0.1301,-1.373,22.162,0.11533,NA,NA,NA,1,94.498,0.04812,1,84.726,0.05504,NA,NA,NA,NA,NA,NA,"1"
20.5,1,177.44,0.03918,-0.736,69.952,0.12996,-1.369,22.197,0.1153,NA,NA,NA,1,94.514,0.04812,1,84.737,0.05504,NA,NA,NA,NA,NA,NA,"1"
20.583,1,177.46,0.03915,-0.739,70.0196,0.12982,-1.366,22.231,0.11526,NA,NA,NA,1,94.53,0.04812,1,84.748,0.05504,NA,NA,NA,NA,NA,NA,"1"
20.667,1,177.49,0.03913,-0.741,70.0851,0.12968,-1.362,22.266,0.11523,NA,NA,NA,1,94.544,0.04812,1,84.76,0.05504,NA,NA,NA,NA,NA,NA,"1"
20.75,1,177.5,0.03911,-0.744,70.15,0.12955,-1.358,22.299,0.11519,NA,NA,NA,1,94.559,0.04812,1,84.772,0.05504,NA,NA,NA,NA,NA,NA,"1"
20.833,1,177.52,0.03909,-0.747,70.2127,0.12941,-1.354,22.333,0.11516,NA,NA,NA,1,94.573,0.04812,1,84.783,0.05504,NA,NA,NA,NA,NA,NA,"1"
20.917,1,177.55,0.03907,-0.749,70.2747,0.12929,-1.351,22.367,0.11513,NA,NA,NA,1,94.587,0.04812,1,84.795,0.05504,NA,NA,NA,NA,NA,NA,"1"
21,1,177.57,0.03904,-0.752,70.336,0.12916,-1.347,22.4,0.11509,NA,NA,NA,1,94.599,0.04812,1,84.807,0.05504,NA,NA,NA,NA,NA,NA,"1"
21.083,1,177.59,0.03902,-0.755,70.3957,0.12904,-1.343,22.433,0.11506,NA,NA,NA,1,94.612,0.04812,1,84.819,0.05504,NA,NA,NA,NA,NA,NA,"1"
21.167,1,177.61,0.039,-0.757,70.4547,0.12892,-1.34,22.467,0.11503,NA,NA,NA,1,94.624,0.04812,1,84.831,0.05504,NA,NA,NA,NA,NA,NA,"1"
21.25,1,177.63,0.03897,-0.759,70.512,0.1288,-1.336,22.499,0.11499,NA,NA,NA,1,94.637,0.04812,1,84.844,0.05504,NA,NA,NA,NA,NA,NA,"1"
21.333,1,177.66,0.03895,-0.762,70.5692,0.12869,-1.332,22.532,0.11496,NA,NA,NA,1,94.649,0.04812,1,84.856,0.05504,NA,NA,NA,NA,NA,NA,"1"
21.417,1,177.68,0.03892,-0.764,70.6236,0.12857,-1.329,22.565,0.11493,NA,NA,NA,1,94.661,0.04812,1,84.868,0.05504,NA,NA,NA,NA,NA,NA,"1"
21.5,1,177.7,0.0389,-0.766,70.6781,0.12847,-1.325,22.597,0.11489,NA,NA,NA,1,94.673,0.04812,1,84.881,0.05504,NA,NA,NA,NA,NA,NA,"1"
21.583,1,177.73,0.03887,-0.769,70.7314,0.12836,-1.322,22.629,0.11487,NA,NA,NA,1,94.686,0.04812,1,84.893,0.05504,NA,NA,NA,NA,NA,NA,"1"
21.667,1,177.75,0.03884,-0.771,70.7838,0.12825,-1.318,22.662,0.11483,NA,NA,NA,1,94.697,0.04812,1,84.906,0.05504,NA,NA,NA,NA,NA,NA,"1"
21.75,1,177.77,0.03882,-0.773,70.834,0.12815,-1.314,22.693,0.1148,NA,NA,NA,1,94.709,0.04812,1,84.919,0.05504,NA,NA,NA,NA,NA,NA,"1"
21.833,1,177.8,0.03879,-0.775,70.8838,0.12806,-1.311,22.725,0.11477,NA,NA,NA,1,94.721,0.04812,1,84.932,0.05504,NA,NA,NA,NA,NA,NA,"1"
21.917,1,177.82,0.03876,-0.777,70.9334,0.12796,-1.307,22.757,0.11474,NA,NA,NA,1,94.733,0.04812,1,84.945,0.05504,NA,NA,NA,NA,NA,NA,"1"
22,1,177.85,0.03873,-0.779,70.982,0.12786,-1.304,22.788,0.11471,NA,NA,NA,1,94.745,0.04812,1,84.958,0.05504,NA,NA,NA,NA,NA,NA,"1"
22.083,1,177.88,0.03871,-0.781,71.0297,0.12776,-1.3,22.82,0.11468,NA,NA,NA,1,94.757,0.04812,1,84.971,0.05504,NA,NA,NA,NA,NA,NA,"1"
22.167,1,177.91,0.03867,-0.783,71.0773,0.12767,-1.297,22.851,0.11464,NA,NA,NA,1,94.769,0.04812,1,84.984,0.05504,NA,NA,NA,NA,NA,NA,"1"
22.25,1,177.94,0.03864,-0.785,71.124,0.12758,-1.293,22.882,0.11461,NA,NA,NA,1,94.781,0.04812,1,84.996,0.05504,NA,NA,NA,NA,NA,NA,"1"
22.333,1,177.97,0.03861,-0.787,71.1714,0.12749,-1.29,22.913,0.11458,NA,NA,NA,1,94.793,0.04812,1,85.009,0.05504,NA,NA,NA,NA,NA,NA,"1"
22.417,1,178,0.03858,-0.789,71.2176,0.12739,-1.286,22.945,0.11455,NA,NA,NA,1,94.805,0.04812,1,85.022,0.05504,NA,NA,NA,NA,NA,NA,"1"
22.5,1,178.03,0.03854,-0.791,71.2645,0.1273,-1.283,22.975,0.11452,NA,NA,NA,1,94.817,0.04812,1,85.034,0.05504,NA,NA,NA,NA,NA,NA,"1"
22.583,1,178.06,0.03851,-0.793,71.311,0.12721,-1.279,23.005,0.11449,NA,NA,NA,1,94.828,0.04812,1,85.047,0.05504,NA,NA,NA,NA,NA,NA,"1"
22.667,1,178.09,0.03847,-0.795,71.3573,0.12711,-1.276,23.036,0.11446,NA,NA,NA,1,94.839,0.04812,1,85.06,0.05504,NA,NA,NA,NA,NA,NA,"1"
22.75,1,178.13,0.03843,-0.797,71.404,0.12702,-1.272,23.067,0.11443,NA,NA,NA,1,94.85,0.04812,1,85.072,0.05504,NA,NA,NA,NA,NA,NA,"1"
22.833,1,178.16,0.0384,-0.799,71.4502,0.12693,-1.269,23.097,0.1144,NA,NA,NA,1,94.861,0.04812,1,85.085,0.05504,NA,NA,NA,NA,NA,NA,"1"
22.917,1,178.2,0.03836,-0.8,71.4964,0.12684,-1.266,23.127,0.11437,NA,NA,NA,1,94.872,0.04812,1,85.097,0.05504,NA,NA,NA,NA,NA,NA,"1"
23,1,178.23,0.03833,-0.802,71.538,0.12676,-1.263,23.154,0.11434,NA,NA,NA,1,94.884,0.04812,1,85.109,0.05504,NA,NA,NA,NA,NA,NA,"1"
-0.326,NA,NA,NA,1.101,0.5343,0.18168,NA,NA,NA,1,21.192,0.05803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
-0.307,NA,NA,NA,1.079,0.6428,0.1792,NA,NA,NA,1,22.335,0.05611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
-0.287,NA,NA,NA,1.056,0.7522,0.17673,NA,NA,NA,1,23.415,0.05429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
-0.268,NA,NA,NA,1.034,0.864,0.17422,NA,NA,NA,1,24.439,0.05256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
-0.249,NA,NA,NA,1.011,0.9805,0.17167,NA,NA,NA,1,25.41,0.05092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
-0.23,NA,NA,NA,0.987,1.1045,0.16905,NA,NA,NA,1,26.328,0.04935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
-0.211,NA,NA,NA,0.963,1.239,0.16635,NA,NA,NA,1,27.197,0.04786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
-0.192,NA,NA,NA,0.937,1.3882,0.16357,NA,NA,NA,1,28.018,0.04644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
-0.172,NA,NA,NA,0.911,1.5542,0.1607,NA,NA,NA,1,28.797,0.04509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
-0.153,NA,NA,NA,0.885,1.7366,0.15775,NA,NA,NA,1,29.521,0.04383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
-0.134,1,44.56,0.03919,0.857,1.9331,0.15476,-0.103,9.286,0.10869,1,30.243,0.04258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
-0.115,1,45.37,0.03891,0.83,2.1408,0.15174,-0.16,10.023,0.10534,1,30.92,0.04142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
-0.096,1,46.18,0.03864,0.801,2.3558,0.14871,-0.211,10.668,0.10238,1,31.571,0.04032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
-0.077,1,46.99,0.03836,0.773,2.574,0.14571,-0.256,11.237,0.09974,1,32.199,0.03929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
-0.057,1,47.8,0.03808,0.745,2.791,0.14277,-0.297,11.745,0.09734,1,32.807,0.03831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
-0.038,1,48.61,0.0378,0.717,3.0029,0.13989,-0.335,12.205,0.09518,1,33.4,0.03739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
-0.019,1,49.41,0.03752,0.689,3.2074,0.13712,-0.371,12.632,0.09323,1,33.977,0.03653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
0,1,50.22,0.03725,0.662,3.4031,0.13447,-0.406,13.028,0.09146,1,34.543,0.03572,1,34.676,0.0438,1,16.658,0.05284,NA,NA,NA,NA,NA,NA,"2"
0.083,1,53.69,0.03607,0.548,4.2265,0.12462,-0.543,14.495,0.08581,1,36.85,0.03275,1,36.238,0.0438,1,17.787,0.05284,NA,NA,NA,NA,NA,NA,"2"
0.167,1,56.91,0.03498,0.444,5.0502,0.11729,-0.657,15.551,0.0828,1,38.783,0.03055,1,37.761,0.0438,1,18.902,0.05284,NA,NA,NA,NA,NA,NA,"2"
0.25,1,59.73,0.03404,0.351,5.8017,0.11207,-0.751,16.253,0.08119,1,40.312,0.02893,1,39.215,0.0438,1,19.996,0.05284,NA,NA,NA,NA,NA,NA,"2"
0.333,1,62.11,0.03331,0.27,6.4533,0.10852,-0.824,16.728,0.08024,1,41.526,0.02776,1,40.569,0.0438,1,21.053,0.05284,NA,NA,NA,NA,NA,NA,"2"
0.417,1,64.11,0.03278,0.2,7.0096,0.10618,-0.881,17.047,0.07955,1,42.528,0.02693,1,41.831,0.0438,1,22.069,0.05284,NA,NA,NA,NA,NA,NA,"2"
0.5,1,65.82,0.03245,0.14,7.4853,0.10471,-0.924,17.248,0.07898,1,43.374,0.02634,1,42.971,0.0438,1,23.026,0.05284,NA,NA,NA,NA,NA,NA,"2"
0.583,1,67.36,0.03227,0.089,7.8997,0.10385,-0.955,17.361,0.07851,1,44.098,0.02592,1,43.993,0.0438,1,23.927,0.05284,NA,NA,NA,NA,NA,NA,"2"
0.667,1,68.77,0.03222,0.045,8.2678,0.10339,-0.977,17.409,0.07813,1,44.721,0.02563,1,44.908,0.0438,1,24.775,0.05284,NA,NA,NA,NA,NA,NA,"2"
0.75,1,70.12,0.03228,0.007,8.6007,0.10323,-0.993,17.408,0.07783,1,45.257,0.02542,1,45.726,0.0438,1,25.575,0.05284,NA,NA,NA,NA,NA,NA,"2"
0.833,1,71.42,0.03242,-0.026,8.9067,0.10325,-1.003,17.374,0.07761,1,45.72,0.02527,1,46.46,0.0438,1,26.333,0.05284,NA,NA,NA,NA,NA,NA,"2"
0.917,1,72.69,0.03262,-0.055,9.1915,0.10341,-1.01,17.316,0.0775,1,46.122,0.02515,1,47.122,0.0438,1,27.055,0.05284,NA,NA,NA,NA,NA,NA,"2"
1,1,73.92,0.03287,-0.081,9.4596,0.10366,-1.014,17.245,0.07749,1,46.476,0.02506,1,47.726,0.0438,1,27.747,0.05284,NA,NA,NA,NA,NA,NA,"2"
1.083,1,75.11,0.03314,-0.104,9.7134,0.10399,-1.017,17.168,0.07757,1,46.79,0.025,1,48.278,0.0438,1,28.411,0.05284,NA,NA,NA,NA,NA,NA,"2"
1.167,1,76.27,0.03344,-0.125,9.9543,0.10436,-1.018,17.084,0.07772,1,47.069,0.02494,1,48.794,0.0438,1,29.059,0.05284,NA,NA,NA,NA,NA,NA,"2"
1.25,1,77.4,0.03374,-0.145,10.1837,0.10476,-1.02,16.999,0.07794,1,47.326,0.02489,1,49.269,0.0438,1,29.687,0.05284,NA,NA,NA,NA,NA,NA,"2"
1.333,1,78.48,0.03405,-0.163,10.4031,0.10519,-1.02,16.911,0.07821,1,47.56,0.02485,1,49.71,0.0438,1,30.302,0.05284,NA,NA,NA,NA,NA,NA,"2"
1.417,1,79.53,0.03436,-0.18,10.6149,0.10565,-1.021,16.825,0.07851,1,47.781,0.02481,1,50.12,0.0438,1,30.905,0.05284,NA,NA,NA,NA,NA,NA,"2"
1.5,1,80.53,0.03466,-0.195,10.819,0.10612,-1.022,16.741,0.07882,1,47.992,0.02477,1,50.504,0.0438,1,31.499,0.05284,NA,NA,NA,NA,NA,NA,"2"
1.583,1,81.49,0.03495,-0.21,11.0191,0.1066,-1.024,16.662,0.07914,1,48.189,0.02473,1,50.866,0.0438,1,32.083,0.05284,NA,NA,NA,NA,NA,NA,"2"
1.667,1,82.41,0.03523,-0.225,11.2149,0.10709,-1.025,16.589,0.07944,1,48.372,0.02469,1,51.203,0.0438,1,32.649,0.05284,NA,NA,NA,NA,NA,NA,"2"
1.75,1,83.3,0.03549,-0.239,11.408,0.1076,-1.028,16.521,0.07972,1,48.54,0.02464,1,51.538,0.0438,1,33.214,0.05284,NA,NA,NA,NA,NA,NA,"2"
1.833,1,84.16,0.03574,-0.252,11.5991,0.10811,-1.03,16.457,0.07999,1,48.707,0.0246,1,51.852,0.0438,1,33.757,0.05284,NA,NA,NA,NA,NA,NA,"2"
1.917,1,85,0.03597,-0.265,11.7869,0.10863,-1.033,16.395,0.08024,1,48.874,0.02456,1,52.164,0.0438,1,34.298,0.05284,NA,NA,NA,NA,NA,NA,"2"
2,1,85.82,0.03618,-0.278,11.973,0.10916,-1.036,16.336,0.08049,1,49.024,0.02451,1,52.464,0.0438,1,34.817,0.05284,NA,NA,NA,NA,NA,NA,"2"
2.083,1,86.62,0.03639,-0.29,12.158,0.1097,-1.039,16.28,0.08073,1,49.167,0.02447,1,52.76,0.0438,1,35.329,0.05284,NA,NA,NA,NA,NA,NA,"2"
2.167,1,87.41,0.03659,-0.302,12.3419,0.11025,-1.042,16.227,0.08097,1,49.302,0.02442,1,53.049,0.0438,1,35.82,0.05284,NA,NA,NA,NA,NA,NA,"2"
2.25,1,88.18,0.03678,-0.314,12.526,0.11081,-1.046,16.178,0.0812,1,49.43,0.02438,1,53.334,0.0438,1,36.296,0.05284,NA,NA,NA,NA,NA,NA,"2"
2.333,1,88.94,0.03696,-0.326,12.7111,0.11139,-1.05,16.133,0.08142,1,49.552,0.02433,1,53.619,0.0438,1,36.772,0.05284,NA,NA,NA,NA,NA,NA,"2"
2.417,1,89.68,0.03713,-0.337,12.8959,0.11197,-1.053,16.093,0.08164,1,49.666,0.02428,1,53.896,0.0438,1,37.222,0.05284,NA,NA,NA,NA,NA,NA,"2"
2.5,1,90.42,0.0373,-0.348,13.081,0.11257,-1.057,16.055,0.08185,1,49.777,0.02423,1,54.172,0.0438,1,37.669,0.05284,NA,NA,NA,NA,NA,NA,"2"
2.583,1,91.14,0.03747,-0.359,13.2661,0.11317,-1.062,16.021,0.08207,1,49.881,0.02418,1,54.442,0.0438,1,38.096,0.05284,NA,NA,NA,NA,NA,NA,"2"
2.667,1,91.84,0.03762,-0.37,13.4489,0.11378,-1.066,15.989,0.08229,1,49.98,0.02414,1,54.708,0.0438,1,38.51,0.05284,NA,NA,NA,NA,NA,NA,"2"
2.75,1,92.54,0.03777,-0.381,13.631,0.11439,-1.07,15.959,0.08251,1,50.074,0.02409,1,54.967,0.0438,1,38.908,0.05284,NA,NA,NA,NA,NA,NA,"2"
2.833,1,93.21,0.03792,-0.391,13.8111,0.11502,-1.075,15.931,0.08275,1,50.162,0.02404,1,55.222,0.0438,1,39.297,0.05284,NA,NA,NA,NA,NA,NA,"2"
2.917,1,93.87,0.03806,-0.401,13.9899,0.11565,-1.08,15.905,0.08299,1,50.246,0.02399,1,55.472,0.0438,1,39.675,0.05284,NA,NA,NA,NA,NA,NA,"2"
3,1,94.52,0.03819,-0.411,14.166,0.11629,-1.084,15.881,0.08324,1,50.329,0.02394,1,55.717,0.0438,1,40.044,0.05284,-1.569967,49.20065,0.062516,NA,NA,NA,"2"
3.083,1,95.15,0.03833,-0.421,14.3411,0.11693,-1.089,15.858,0.08351,1,50.407,0.02389,1,55.954,0.0438,1,40.402,0.05284,-1.582369,49.26325,0.062718,NA,NA,NA,"2"
3.167,1,95.76,0.03846,-0.43,14.5139,0.11758,-1.094,15.836,0.08378,1,50.481,0.02385,1,56.186,0.0438,1,40.752,0.05284,-1.594773,49.32587,0.062919,NA,NA,NA,"2"
3.25,1,96.36,0.03859,-0.439,14.685,0.11824,-1.1,15.815,0.08407,1,50.552,0.0238,1,56.415,0.0438,1,41.1,0.05284,-1.607179,49.38851,0.06312,NA,NA,NA,"2"
3.333,1,96.95,0.03871,-0.448,14.8541,0.1189,-1.105,15.796,0.08438,1,50.622,0.02375,1,56.636,0.0438,1,41.44,0.05284,-1.619587,49.45117,0.063321,NA,NA,NA,"2"
3.417,1,97.54,0.03884,-0.457,15.0229,0.11957,-1.111,15.777,0.08469,1,50.687,0.02371,1,56.853,0.0438,1,41.775,0.05284,-1.631996,49.51385,0.063522,NA,NA,NA,"2"
3.5,1,98.11,0.03896,-0.466,15.192,0.12024,-1.116,15.759,0.08502,1,50.753,0.02366,1,57.064,0.0438,1,42.107,0.05284,-1.644404,49.57656,0.063724,NA,NA,NA,"2"
3.583,1,98.69,0.03908,-0.474,15.3591,0.12092,-1.122,15.741,0.08536,1,50.816,0.02362,1,57.27,0.0438,1,42.437,0.05284,-1.656809,49.63927,0.063925,NA,NA,NA,"2"
3.667,1,99.26,0.0392,-0.483,15.5269,0.1216,-1.128,15.724,0.08572,1,50.877,0.02358,1,57.471,0.0438,1,42.767,0.05284,-1.669208,49.70198,0.064126,NA,NA,NA,"2"
3.75,1,99.82,0.03932,-0.491,15.695,0.12229,-1.134,15.707,0.08609,1,50.934,0.02354,1,57.668,0.0438,1,43.096,0.05284,-1.681598,49.76466,0.064326,NA,NA,NA,"2"
3.833,1,100.39,0.03944,-0.5,15.8621,0.12299,-1.14,15.69,0.08647,1,50.991,0.0235,1,57.86,0.0438,1,43.426,0.05284,-1.693975,49.82729,0.064527,NA,NA,NA,"2"
3.917,1,100.96,0.03955,-0.508,16.0299,0.1237,-1.145,15.673,0.08687,1,51.048,0.02346,1,58.047,0.0438,1,43.756,0.05284,-1.70634,49.88988,0.064727,NA,NA,NA,"2"
4,1,101.54,0.03967,-0.516,16.198,0.1244,-1.151,15.656,0.08728,1,51.104,0.02342,1,58.229,0.0438,1,44.087,0.05284,-1.718691,49.95243,0.064927,NA,NA,NA,"2"
4.083,1,102.12,0.03979,-0.524,16.3661,0.12512,-1.157,15.639,0.0877,1,51.156,0.02339,1,58.406,0.0438,1,44.42,0.05284,-1.731029,50.01493,0.065127,NA,NA,NA,"2"
4.167,1,102.71,0.03992,-0.532,16.5359,0.12584,-1.163,15.622,0.08814,1,51.208,0.02336,1,58.58,0.0438,1,44.754,0.05284,-1.743357,50.07743,0.065326,NA,NA,NA,"2"
4.25,1,103.31,0.04004,-0.539,16.706,0.12657,-1.169,15.605,0.0886,1,51.258,0.02332,1,58.749,0.0438,1,45.089,0.05284,-1.755685,50.13997,0.065525,NA,NA,NA,"2"
4.333,1,103.91,0.04016,-0.547,16.8781,0.12731,-1.175,15.589,0.08906,1,51.309,0.02329,1,58.915,0.0438,1,45.424,0.05284,-1.768021,50.20262,0.065725,NA,NA,NA,"2"
4.417,1,104.53,0.04028,-0.555,17.0519,0.12806,-1.181,15.573,0.08954,1,51.358,0.02326,1,59.078,0.0438,1,45.761,0.05284,-1.780373,50.26543,0.065924,NA,NA,NA,"2"
4.5,1,105.15,0.04041,-0.563,17.227,0.12881,-1.187,15.557,0.09004,1,51.406,0.02323,1,59.239,0.0438,1,46.098,0.05284,-1.79275,50.3285,0.066123,NA,NA,NA,"2"
4.583,1,105.77,0.04053,-0.57,17.4041,0.12957,-1.193,15.542,0.09054,1,51.454,0.02321,1,59.399,0.0438,1,46.436,0.05284,-1.805158,50.39184,0.066323,NA,NA,NA,"2"
4.667,1,106.4,0.04065,-0.578,17.5819,0.13033,-1.198,15.528,0.09106,1,51.501,0.02318,1,59.557,0.0438,1,46.776,0.05284,-1.817602,50.45554,0.066523,NA,NA,NA,"2"
4.75,1,107.02,0.04077,-0.585,17.761,0.1311,-1.204,15.515,0.0916,1,51.546,0.02316,1,59.716,0.0438,1,47.115,0.05284,-1.830095,50.51966,0.066724,-1.111,17.82414,0.1523212,"2"
4.833,1,107.64,0.04088,-0.592,17.9401,0.13186,-1.209,15.503,0.09214,1,51.591,0.02314,1,59.875,0.0438,1,47.454,0.05284,-1.84265,50.58431,0.066925,-1.106996,17.85976,0.152661,"2"
4.917,1,108.26,0.04099,-0.6,18.1198,0.13264,-1.215,15.492,0.0927,1,51.637,0.02311,1,60.036,0.0438,1,47.791,0.05284,-1.855282,50.64959,0.067126,-1.096988,17.94882,0.1535106,"2"
5,1,108.86,0.0411,-0.607,18.299,0.1334,-1.22,15.483,0.09326,1,51.681,0.02309,1,60.199,0.0438,1,48.128,0.05284,-1.868006,50.71559,0.067329,-1.086979,18.03788,0.15436,"2"
5.083,1,109.45,0.0412,-0.614,18.4791,0.13416,-1.225,15.475,0.09384,1,51.725,0.02307,1,60.366,0.0438,1,48.462,0.05284,-1.880837,50.78244,0.067533,-1.07697,18.12697,0.1552093,"2"
5.167,1,110.03,0.0413,-0.621,18.6581,0.13493,-1.231,15.468,0.09443,1,51.768,0.02306,1,60.534,0.0438,1,48.796,0.05284,-1.893787,50.85025,0.067738,-1.066962,18.2161,0.1560581,"2"
5.25,1,110.6,0.0414,-0.627,18.837,0.13569,-1.236,15.463,0.09503,1,51.81,0.02304,1,60.708,0.0438,1,49.126,0.05284,-1.906866,50.9191,0.067945,-1.056953,18.30532,0.1569064,"2"
5.333,1,111.16,0.04149,-0.634,19.017,0.13643,-1.241,15.46,0.09563,1,51.852,0.02303,1,60.885,0.0438,1,49.455,0.05284,-1.920084,50.98909,0.068153,-1.046945,18.39463,0.1577537,"2"
5.417,1,111.71,0.04157,-0.64,19.1967,0.13719,-1.245,15.457,0.09624,1,51.893,0.02301,1,61.067,0.0438,1,49.78,0.05284,-1.933452,51.06036,0.068363,-1.036936,18.48408,0.1585998,"2"
5.5,1,112.24,0.04165,-0.647,19.377,0.13794,-1.25,15.457,0.09686,1,51.934,0.023,1,61.253,0.0438,1,50.104,0.05284,-1.946981,51.13301,0.068574,-1.026928,18.57367,0.1594443,"2"
5.583,1,112.77,0.04173,-0.653,19.5581,0.13868,-1.255,15.458,0.09749,1,51.975,0.02299,1,61.443,0.0438,1,50.427,0.05284,-1.960679,51.20716,0.068788,-1.016919,18.6634,0.1602869,"2"
5.667,1,113.29,0.0418,-0.659,19.7404,0.13942,-1.26,15.461,0.09812,1,52.014,0.02298,1,61.637,0.0438,1,50.748,0.05284,-1.974554,51.28291,0.069004,-1.00691,18.75327,0.1611272,"2"
5.75,1,113.81,0.04187,-0.665,19.925,0.14016,-1.264,15.465,0.09875,1,52.053,0.02297,1,61.835,0.0438,1,51.068,0.05284,-1.988613,51.36041,0.069222,-0.9969019,18.84323,0.1619649,"2"
5.833,1,114.32,0.04194,-0.672,20.11,0.1409,-1.269,15.47,0.0994,1,52.092,0.02296,1,62.036,0.0438,1,51.387,0.05284,-2.002864,51.43977,0.069443,-0.9868934,18.93325,0.1627998,"2"
5.917,1,114.82,0.042,-0.678,20.2972,0.14165,-1.273,15.477,0.10004,1,52.131,0.02295,1,62.242,0.0438,1,51.704,0.05284,-2.017308,51.52113,0.069667,-0.9768848,19.02329,0.1636316,"2"
6,1,115.33,0.04206,-0.684,20.486,0.14239,-1.277,15.485,0.10069,1,52.169,0.02294,1,62.451,0.0438,1,52.02,0.05284,-2.031939,51.60456,0.069894,-0.9668762,19.11331,0.1644599,"2"
6.083,1,115.83,0.04212,-0.689,20.6778,0.14315,-1.281,15.494,0.10135,1,52.207,0.02294,1,62.663,0.0438,1,52.335,0.05284,-2.046744,51.69012,0.070124,-0.9568676,19.20326,0.1652843,"2"
6.167,1,116.33,0.04217,-0.695,20.871,0.14391,-1.286,15.506,0.102,1,52.244,0.02293,1,62.878,0.0438,1,52.649,0.05284,-2.061702,51.77779,0.070357,-0.9468591,19.29312,0.1661045,"2"
6.25,1,116.82,0.04222,-0.701,21.066,0.14468,-1.289,15.517,0.10266,1,52.281,0.02293,1,63.096,0.0438,1,52.96,0.05284,-2.076783,51.86753,0.070593,-0.9368505,19.38286,0.1669199,"2"
6.333,1,117.31,0.04227,-0.707,21.2629,0.14547,-1.293,15.53,0.10332,1,52.318,0.02293,1,63.316,0.0438,1,53.269,0.05284,-2.091967,51.95938,0.070832,-0.9268419,19.47247,0.16773,"2"
6.417,1,117.81,0.04232,-0.712,21.4633,0.14626,-1.297,15.544,0.10397,1,52.355,0.02293,1,63.539,0.0438,1,53.578,0.05284,-2.107234,52.05338,0.071073,-0.9168333,19.5619,0.1685345,"2"
6.5,1,118.3,0.04237,-0.718,21.667,0.14706,-1.301,15.56,0.10463,1,52.391,0.02292,1,63.764,0.0438,1,53.883,0.05284,-2.122558,52.14957,0.071317,-0.9068248,19.65112,0.1693332,"2"
6.583,1,118.79,0.04241,-0.723,21.8742,0.14788,-1.304,15.577,0.10529,1,52.427,0.02292,1,63.992,0.0438,1,54.186,0.05284,-2.137911,52.24798,0.071563,-0.8968162,19.7401,0.1701257,"2"
6.667,1,119.28,0.04246,-0.729,22.086,0.14872,-1.308,15.596,0.10595,1,52.462,0.02292,1,64.221,0.0438,1,54.487,0.05284,-2.15326,52.34856,0.071812,-0.8868076,19.82883,0.170912,"2"
6.75,1,119.77,0.0425,-0.734,22.302,0.14958,-1.311,15.614,0.1066,1,52.498,0.02293,1,64.451,0.0438,1,54.785,0.05284,-2.168563,52.45123,0.072062,-0.876799,19.91727,0.1716916,"2"
6.833,1,120.26,0.04254,-0.739,22.5234,0.15045,-1.314,15.635,0.10725,1,52.533,0.02293,1,64.682,0.0438,1,55.082,0.05284,-2.183776,52.55584,0.072314,-0.8667904,20.00536,0.1724641,"2"
6.917,1,120.77,0.04258,-0.744,22.749,0.15134,-1.317,15.656,0.10789,1,52.568,0.02293,1,64.915,0.0438,1,55.376,0.05284,-2.198855,52.66222,0.072567,-0.8567818,20.09306,0.1732294,"2"
7,1,121.27,0.04261,-0.749,22.98,0.15225,-1.32,15.677,0.10854,1,52.604,0.02293,1,65.148,0.0438,1,55.668,0.05284,-2.213752,52.77018,0.072821,-0.8467732,20.18033,0.173987,"2"
